slot_tube_radius,slot_tube_radius_abs_log1p,slot_tube_radius_is_even,slot_tube_radius_mod3,slot_tube_radius_mod5,slot_tube_radius_mod7,slot_tube_radius_mod10,slot_axis_distance,slot_axis_distance_abs_log1p,slot_axis_distance_is_even,slot_axis_distance_mod3,slot_axis_distance_mod5,slot_axis_distance_mod7,slot_axis_distance_mod10,slot_sphere_radius,slot_sphere_radius_abs_log1p,slot_sphere_radius_is_even,slot_sphere_radius_mod3,slot_sphere_radius_mod5,slot_sphere_radius_mod7,slot_sphere_radius_mod10,gcd_all,n_multiple_pairs,y
8,2.1972245773362196,1,2,3,1,8,5,1.791759469228055,0,2,0,5,5,18,2.9444389791664403,1,0,3,4,8,1,0,85.0
2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,1,2,71.0
13,2.6390573296152584,0,1,3,6,3,11,2.4849066497880004,0,2,1,4,1,33,3.5263605246161616,0,0,3,5,3,1,1,5179.0
8,2.1972245773362196,1,2,3,1,8,14,2.70805020110221,1,2,4,0,4,29,3.4011973816621555,0,2,4,1,9,1,0,1039.0
11,2.4849066497880004,0,2,1,4,1,11,2.4849066497880004,0,2,1,4,1,29,3.4011973816621555,0,2,4,1,9,1,1,3869.0
20,3.044522437723423,1,2,0,6,0,2,1.0986122886681098,1,2,2,2,2,36,3.6109179126442243,1,0,1,1,6,2,2,59.0
4,1.6094379124341003,1,1,4,4,4,1,0.6931471805599453,0,1,1,1,1,7,2.0794415416798357,0,1,2,0,7,1,2,89.0
12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,34,3.5553480614894135,1,1,4,6,4,1,1,865.0
15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,30,3.4339872044851463,1,0,0,2,0,1,3,7.0
11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,37,3.6375861597263857,0,1,2,2,7,1,0,719.0
6,1.9459101490553132,1,0,1,6,6,16,2.833213344056216,1,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,2,1,1783.0
4,1.6094379124341003,1,1,4,4,4,10,2.3978952727983707,1,1,0,3,0,25,3.258096538021482,0,1,0,4,5,1,0,2609.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,17,2.8903717578961645,0,2,2,3,7,1,0,363.0
15,2.772588722239781,0,0,0,1,5,14,2.70805020110221,1,2,4,0,4,33,3.5263605246161616,0,0,3,5,3,1,0,409.0
5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,27,3.332204510175204,0,0,2,6,7,1,1,763.0
5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,1,1,701.0
9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,27,3.332204510175204,0,0,2,6,7,1,3,7.0
3,1.3862943611198906,0,0,3,3,3,15,2.772588722239781,0,0,0,1,5,32,3.4965075614664802,1,2,2,4,2,1,1,779.0
17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,1,0,6133.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,1,1,349.0
16,2.833213344056216,1,1,1,2,6,4,1.6094379124341003,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,1,1,3929.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,26,3.295836866004329,1,2,1,5,6,2,1,1069.0
14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,26,3.295836866004329,1,2,1,5,6,2,2,121.0
2,1.0986122886681098,1,2,2,2,2,6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,1,1,1373.0
19,2.995732273553991,0,1,4,5,9,2,1.0986122886681098,1,2,2,2,2,46,3.8501476017100584,1,1,1,4,6,1,1,5251.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,1,1,23.0
14,2.70805020110221,1,2,4,0,4,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,2,0,2291.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,33,3.5263605246161616,0,0,3,5,3,1,0,659.0
12,2.5649493574615367,1,0,2,5,2,3,1.3862943611198906,0,0,3,3,3,17,2.8903717578961645,0,2,2,3,7,1,1,1369.0
15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,40,3.713572066704308,1,1,0,5,0,5,1,203.0
2,1.0986122886681098,1,2,2,2,2,7,2.0794415416798357,0,1,2,0,7,18,2.9444389791664403,1,0,3,4,8,1,1,103.0
3,1.3862943611198906,0,0,3,3,3,8,2.1972245773362196,1,2,3,1,8,21,3.091042453358316,0,0,1,0,1,1,1,10.0
6,1.9459101490553132,1,0,1,6,6,3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,1,1,83.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,14,2.70805020110221,1,2,4,0,4,1,1,619.0
10,2.3978952727983707,1,1,0,3,0,14,2.70805020110221,1,2,4,0,4,28,3.367295829986474,1,1,3,0,8,2,1,2131.0
6,1.9459101490553132,1,0,1,6,6,1,0.6931471805599453,0,1,1,1,1,11,2.4849066497880004,0,2,1,4,1,1,2,217.0
5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,1,1,491.0
11,2.4849066497880004,0,2,1,4,1,22,3.1354942159291497,1,1,2,1,2,39,3.6888794541139363,0,0,4,4,9,1,1,5069.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,0,59.0
19,2.995732273553991,0,1,4,5,9,12,2.5649493574615367,1,0,2,5,2,36,3.6109179126442243,1,0,1,1,6,1,1,17351.0
5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,0,151.0
10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,37,3.6375861597263857,0,1,2,2,7,1,0,18289.0
18,2.9444389791664403,1,0,3,4,8,12,2.5649493574615367,1,0,2,5,2,41,3.7376696182833684,0,2,1,6,1,1,0,19069.0
17,2.8903717578961645,0,2,2,3,7,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0,813.0
14,2.70805020110221,1,2,4,0,4,21,3.091042453358316,0,0,1,0,1,40,3.713572066704308,1,1,0,5,0,1,0,2077.0
3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,29,3.4011973816621555,0,2,4,1,9,1,0,1165.0
8,2.1972245773362196,1,2,3,1,8,29,3.4011973816621555,0,2,4,1,9,38,3.6635616461296463,1,2,3,3,8,1,0,4753.0
13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,34,3.5553480614894135,1,1,4,6,4,1,0,4749.0
15,2.772588722239781,0,0,0,1,5,7,2.0794415416798357,0,1,2,0,7,28,3.367295829986474,1,1,3,0,8,1,1,6439.0
14,2.70805020110221,1,2,4,0,4,5,1.791759469228055,0,2,0,5,5,31,3.4657359027997265,0,1,1,3,1,1,0,1021.0
16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,36,3.6109179126442243,1,0,1,1,6,1,1,281.0
20,3.044522437723423,1,2,0,6,0,3,1.3862943611198906,0,0,3,3,3,24,3.2188758248682006,1,0,4,3,4,1,1,191.0
18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,41,3.7376696182833684,0,2,1,6,1,1,0,20545.0
7,2.0794415416798357,0,1,2,0,7,15,2.772588722239781,0,0,0,1,5,30,3.4339872044851463,1,0,0,2,0,1,1,7151.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,1,1,1853.0
9,2.302585092994046,0,0,4,2,9,16,2.833213344056216,1,1,1,2,6,32,3.4965075614664802,1,2,2,4,2,1,1,10159.0
18,2.9444389791664403,1,0,3,4,8,15,2.772588722239781,0,0,0,1,5,34,3.5553480614894135,1,1,4,6,4,1,0,2399.0
18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,26,3.295836866004329,1,2,1,5,6,1,2,161.0
2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,15,2.772588722239781,0,0,0,1,5,1,1,821.0
3,1.3862943611198906,0,0,3,3,3,12,2.5649493574615367,1,0,2,5,2,26,3.295836866004329,1,2,1,5,6,1,1,2539.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,13,2.6390573296152584,0,1,3,6,3,1,0,913.0
16,2.833213344056216,1,1,1,2,6,16,2.833213344056216,1,1,1,2,6,42,3.7612001156935624,1,0,2,0,2,2,1,5753.0
4,1.6094379124341003,1,1,4,4,4,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,1,209.0
10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,29,3.4011973816621555,0,2,4,1,9,1,1,3641.0
17,2.8903717578961645,0,2,2,3,7,6,1.9459101490553132,1,0,1,6,6,46,3.8501476017100584,1,1,1,4,6,1,0,3737.0
2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,21,3.091042453358316,0,0,1,0,1,1,1,689.0
14,2.70805020110221,1,2,4,0,4,2,1.0986122886681098,1,2,2,2,2,34,3.5553480614894135,1,1,4,6,4,2,2,179.0
13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,42,3.7612001156935624,1,0,2,0,2,1,0,3595.0
9,2.302585092994046,0,0,4,2,9,15,2.772588722239781,0,0,0,1,5,36,3.6109179126442243,1,0,1,1,6,3,1,9.0
9,2.302585092994046,0,0,4,2,9,2,1.0986122886681098,1,2,2,2,2,38,3.6635616461296463,1,2,3,3,8,1,1,2731.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,20,3.044522437723423,1,2,0,6,0,2,1,49.0
4,1.6094379124341003,1,1,4,4,4,6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,1,0,259.0
17,2.8903717578961645,0,2,2,3,7,17,2.8903717578961645,0,2,2,3,7,44,3.8066624897703196,1,2,4,2,4,1,1,27079.0
7,2.0794415416798357,0,1,2,0,7,21,3.091042453358316,0,0,1,0,1,37,3.6375861597263857,0,1,2,2,7,1,1,2033.0
6,1.9459101490553132,1,0,1,6,6,11,2.4849066497880004,0,2,1,4,1,31,3.4657359027997265,0,1,1,3,1,1,0,5017.0
5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,31,3.4657359027997265,0,1,1,3,1,1,0,194.0
3,1.3862943611198906,0,0,3,3,3,10,2.3978952727983707,1,1,0,3,0,17,2.8903717578961645,0,2,2,3,7,1,0,65.0
3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,30,3.4339872044851463,1,0,0,2,0,1,1,479.0
9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,19,2.995732273553991,0,1,4,5,9,1,2,311.0
11,2.4849066497880004,0,2,1,4,1,24,3.2188758248682006,1,0,4,3,4,37,3.6375861597263857,0,1,2,2,7,1,0,433.0
5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,18,2.9444389791664403,1,0,3,4,8,1,0,1739.0
3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,33,3.5263605246161616,0,0,3,5,3,3,2,21.0
15,2.772588722239781,0,0,0,1,5,19,2.995732273553991,0,1,4,5,9,42,3.7612001156935624,1,0,2,0,2,1,0,149.0
7,2.0794415416798357,0,1,2,0,7,1,0.6931471805599453,0,1,1,1,1,37,3.6375861597263857,0,1,2,2,7,1,2,919.0
18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,35,3.58351893845611,0,2,0,0,5,1,1,3421.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,10,2.3978952727983707,1,1,0,3,0,1,2,11.0
10,2.3978952727983707,1,1,0,3,0,5,1.791759469228055,0,2,0,5,5,40,3.713572066704308,1,1,0,5,0,5,3,11.0
18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,44,3.8066624897703196,1,2,4,2,4,1,1,3967.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,25,3.258096538021482,0,1,0,4,5,1,0,439.0
2,1.0986122886681098,1,2,2,2,2,11,2.4849066497880004,0,2,1,4,1,15,2.772588722239781,0,0,0,1,5,1,0,881.0
16,2.833213344056216,1,1,1,2,6,14,2.70805020110221,1,2,4,0,4,32,3.4965075614664802,1,2,2,4,2,2,1,59.0
5,1.791759469228055,0,2,0,5,5,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,1,1,1027.0
5,1.791759469228055,0,2,0,5,5,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0,373.0
7,2.0794415416798357,0,1,2,0,7,24,3.2188758248682006,1,0,4,3,4,34,3.5553480614894135,1,1,4,6,4,1,0,4177.0
12,2.5649493574615367,1,0,2,5,2,1,0.6931471805599453,0,1,1,1,1,22,3.1354942159291497,1,1,2,1,2,1,2,217.0
2,1.0986122886681098,1,2,2,2,2,3,1.3862943611198906,0,0,3,3,3,11,2.4849066497880004,0,2,1,4,1,1,0,83.0
5,1.791759469228055,0,2,0,5,5,10,2.3978952727983707,1,1,0,3,0,22,3.1354942159291497,1,1,2,1,2,1,1,2659.0
12,2.5649493574615367,1,0,2,5,2,17,2.8903717578961645,0,2,2,3,7,32,3.4965075614664802,1,2,2,4,2,1,0,871.0
18,2.9444389791664403,1,0,3,4,8,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,1,1861.0
17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,33,3.5263605246161616,0,0,3,5,3,1,2,961.0
19,2.995732273553991,0,1,4,5,9,18,2.9444389791664403,1,0,3,4,8,45,3.828641396489095,0,0,0,3,5,1,0,8111.0
10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,38,3.6635616461296463,1,2,3,3,8,1,0,119.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,31,3.4657359027997265,0,1,1,3,1,1,0,481.0
15,2.772588722239781,0,0,0,1,5,12,2.5649493574615367,1,0,2,5,2,45,3.828641396489095,0,0,0,3,5,3,1,10.0
6,1.9459101490553132,1,0,1,6,6,13,2.6390573296152584,0,1,3,6,3,30,3.4339872044851463,1,0,0,2,0,1,1,77.0
15,2.772588722239781,0,0,0,1,5,15,2.772588722239781,0,0,0,1,5,36,3.6109179126442243,1,0,1,1,6,3,1,1919.0
8,2.1972245773362196,1,2,3,1,8,1,0.6931471805599453,0,1,1,1,1,13,2.6390573296152584,0,1,3,6,3,1,2,313.0
5,1.791759469228055,0,2,0,5,5,2,1.0986122886681098,1,2,2,2,2,33,3.5263605246161616,0,0,3,5,3,1,0,431.0
5,1.791759469228055,0,2,0,5,5,8,2.1972245773362196,1,2,3,1,8,32,3.4965075614664802,1,2,2,4,2,1,1,3559.0
5,1.791759469228055,0,2,0,5,5,12,2.5649493574615367,1,0,2,5,2,22,3.1354942159291497,1,1,2,1,2,1,0,1033.0
13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,39,3.6888794541139363,0,0,4,4,9,1,1,19.0
19,2.995732273553991,0,1,4,5,9,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,1,1,35.0
8,2.1972245773362196,1,2,3,1,8,13,2.6390573296152584,0,1,3,6,3,24,3.2188758248682006,1,0,4,3,4,1,1,43.0
20,3.044522437723423,1,2,0,6,0,11,2.4849066497880004,0,2,1,4,1,45,3.828641396489095,0,0,0,3,5,1,0,857.0
7,2.0794415416798357,0,1,2,0,7,5,1.791759469228055,0,2,0,5,5,15,2.772588722239781,0,0,0,1,5,1,1,613.0
10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,23,3.1780538303479458,0,2,3,2,3,1,0,3649.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,16,2.833213344056216,1,1,1,2,6,1,0,397.0
14,2.70805020110221,1,2,4,0,4,22,3.1354942159291497,1,1,2,1,2,41,3.7376696182833684,0,2,1,6,1,1,0,2431.0
15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,27,3.332204510175204,0,0,2,6,7,1,2,73.0
16,2.833213344056216,1,1,1,2,6,18,2.9444389791664403,1,0,3,4,8,37,3.6375861597263857,0,1,2,2,7,1,0,7475.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,27,3.332204510175204,0,0,2,6,7,1,0,6809.0
20,3.044522437723423,1,2,0,6,0,17,2.8903717578961645,0,2,2,3,7,39,3.6888794541139363,0,0,4,4,9,1,0,27641.0
3,1.3862943611198906,0,0,3,3,3,6,1.9459101490553132,1,0,1,6,6,10,2.3978952727983707,1,1,0,3,0,1,1,451.0
16,2.833213344056216,1,1,1,2,6,3,1.3862943611198906,0,0,3,3,3,22,3.1354942159291497,1,1,2,1,2,1,0,195.0
17,2.8903717578961645,0,2,2,3,7,4,1.6094379124341003,1,1,4,4,4,27,3.332204510175204,0,0,2,6,7,1,0,514.0
13,2.6390573296152584,0,1,3,6,3,10,2.3978952727983707,1,1,0,3,0,24,3.2188758248682006,1,0,4,3,4,1,0,6647.0
17,2.8903717578961645,0,2,2,3,7,11,2.4849066497880004,0,2,1,4,1,43,3.784189633918261,0,1,3,1,3,1,0,8821.0
14,2.70805020110221,1,2,4,0,4,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,2,1,1103.0
6,1.9459101490553132,1,0,1,6,6,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,1,4.0
4,1.6094379124341003,1,1,4,4,4,11,2.4849066497880004,0,2,1,4,1,18,2.9444389791664403,1,0,3,4,8,1,0,43.0
19,2.995732273553991,0,1,4,5,9,22,3.1354942159291497,1,1,2,1,2,44,3.8066624897703196,1,2,4,2,4,1,1,38359.0
2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,26,3.295836866004329,1,2,1,5,6,2,2,86.0
10,2.3978952727983707,1,1,0,3,0,4,1.6094379124341003,1,1,4,4,4,37,3.6375861597263857,0,1,2,2,7,1,0,4229.0
17,2.8903717578961645,0,2,2,3,7,1,0.6931471805599453,0,1,1,1,1,31,3.4657359027997265,0,1,1,3,1,1,2,863.0
8,2.1972245773362196,1,2,3,1,8,2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,1,1,641.0
7,2.0794415416798357,0,1,2,0,7,25,3.258096538021482,0,1,0,4,5,33,3.5263605246161616,0,0,3,5,3,1,0,1259.0
15,2.772588722239781,0,0,0,1,5,1,0.6931471805599453,0,1,1,1,1,39,3.6888794541139363,0,0,4,4,9,1,2,137.0
12,2.5649493574615367,1,0,2,5,2,7,2.0794415416798357,0,1,2,0,7,39,3.6888794541139363,0,0,4,4,9,1,0,881.0
13,2.6390573296152584,0,1,3,6,3,5,1.791759469228055,0,2,0,5,5,30,3.4339872044851463,1,0,0,2,0,1,1,4631.0
18,2.9444389791664403,1,0,3,4,8,13,2.6390573296152584,0,1,3,6,3,47,3.871201010907891,0,2,2,5,7,1,0,1837.0
3,1.3862943611198906,0,0,3,3,3,14,2.70805020110221,1,2,4,0,4,30,3.4339872044851463,1,0,0,2,0,1,1,379.0
16,2.833213344056216,1,1,1,2,6,2,1.0986122886681098,1,2,2,2,2,20,3.044522437723423,1,2,0,6,0,2,2,89.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,27,3.332204510175204,0,0,2,6,7,1,0,257.0
13,2.6390573296152584,0,1,3,6,3,2,1.0986122886681098,1,2,2,2,2,43,3.784189633918261,0,1,3,1,3,1,0,979.0
11,2.4849066497880004,0,2,1,4,1,3,1.3862943611198906,0,0,3,3,3,19,2.995732273553991,0,1,4,5,9,1,0,249.0
10,2.3978952727983707,1,1,0,3,0,10,2.3978952727983707,1,1,0,3,0,23,3.1780538303479458,0,2,3,2,3,1,1,5029.0
3,1.3862943611198906,0,0,3,3,3,9,2.302585092994046,0,0,4,2,9,18,2.9444389791664403,1,0,3,4,8,3,3,143.0
2,1.0986122886681098,1,2,2,2,2,2,1.0986122886681098,1,2,2,2,2,23,3.1780538303479458,0,2,3,2,3,1,1,709.0
10,2.3978952727983707,1,1,0,3,0,8,2.1972245773362196,1,2,3,1,8,38,3.6635616461296463,1,2,3,3,8,2,0,116.0
7,2.0794415416798357,0,1,2,0,7,11,2.4849066497880004,0,2,1,4,1,26,3.295836866004329,1,2,1,5,6,1,0,421.0
2,1.0986122886681098,1,2,2,2,2,15,2.772588722239781,0,0,0,1,5,29,3.4011973816621555,0,2,4,1,9,1,0,859.0
20,3.044522437723423,1,2,0,6,0,7,2.0794415416798357,0,1,2,0,7,45,3.828641396489095,0,0,0,3,5,1,0,569.0
2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,9,2.302585092994046,0,0,4,2,9,1,1,221.0
2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,13,2.6390573296152584,0,1,3,6,3,1,1,373.0
20,3.044522437723423,1,2,0,6,0,21,3.091042453358316,0,0,1,0,1,45,3.828641396489095,0,0,0,3,5,1,0,1577.0
12,2.5649493574615367,1,0,2,5,2,5,1.791759469228055,0,2,0,5,5,20,3.044522437723423,1,2,0,6,0,1,1,83.0
20,3.044522437723423,1,2,0,6,0,5,1.791759469228055,0,2,0,5,5,33,3.5263605246161616,0,0,3,5,3,1,1,7289.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,25,3.258096538021482,0,1,0,4,5,1,1,2089.0
11,2.4849066497880004,0,2,1,4,1,2,1.0986122886681098,1,2,2,2,2,24,3.2188758248682006,1,0,4,3,4,1,1,1511.0
2,1.0986122886681098,1,2,2,2,2,8,2.1972245773362196,1,2,3,1,8,25,3.258096538021482,0,1,0,4,5,1,1,1421.0
15,2.772588722239781,0,0,0,1,5,20,3.044522437723423,1,2,0,6,0,42,3.7612001156935624,1,0,2,0,2,1,0,2971.0
18,2.9444389791664403,1,0,3,4,8,14,2.70805020110221,1,2,4,0,4,34,3.5553480614894135,1,1,4,6,4,2,0,1123.0
9,2.302585092994046,0,0,4,2,9,25,3.258096538021482,0,1,0,4,5,39,3.6888794541139363,0,0,4,4,9,1,0,211.0
13,2.6390573296152584,0,1,3,6,3,9,2.302585092994046,0,0,4,2,9,40,3.713572066704308,1,1,0,5,0,1,0,1199.0
18,2.9444389791664403,1,0,3,4,8,1,0.6931471805599453,0,1,1,1,1,21,3.091042453358316,0,0,1,0,1,1,2,97.0
15,2.772588722239781,0,0,0,1,5,26,3.295836866004329,1,2,1,5,6,43,3.784189633918261,0,1,3,1,3,1,0,8791.0
13,2.6390573296152584,0,1,3,6,3,1,0.6931471805599453,0,1,1,1,1,22,3.1354942159291497,1,1,2,1,2,1,2,887.0
13,2.6390573296152584,0,1,3,6,3,15,2.772588722239781,0,0,0,1,5,38,3.6635616461296463,1,2,3,3,8,1,0,1073.0
9,2.302585092994046,0,0,4,2,9,1,0.6931471805599453,0,1,1,1,1,17,2.8903717578961645,0,2,2,3,7,1,2,257.0
7,2.0794415416798357,0,1,2,0,7,14,2.70805020110221,1,2,4,0,4,24,3.2188758248682006,1,0,4,3,4,1,1,5231.0
14,2.70805020110221,1,2,4,0,4,14,2.70805020110221,1,2,4,0,4,31,3.4657359027997265,0,1,1,3,1,1,1,12917.0
10,2.3978952727983707,1,1,0,3,0,7,2.0794415416798357,0,1,2,0,7,20,3.044522437723423,1,2,0,6,0,1,1,31.0
11,2.4849066497880004,0,2,1,4,1,21,3.091042453358316,0,0,1,0,1,36,3.6109179126442243,1,0,1,1,6,1,0,17807.0
18,2.9444389791664403,1,0,3,4,8,26,3.295836866004329,1,2,1,5,6,48,3.8918202981106265,1,0,3,6,8,2,0,1303.0
19,2.995732273553991,0,1,4,5,9,4,1.6094379124341003,1,1,4,4,4,24,3.2188758248682006,1,0,4,3,4,1,1,3863.0
18,2.9444389791664403,1,0,3,4,8,9,2.302585092994046,0,0,4,2,9,33,3.5263605246161616,0,0,3,5,3,3,1,1273.0
9,2.302585092994046,0,0,4,2,9,13,2.6390573296152584,0,1,3,6,3,26,3.295836866004329,1,2,1,5,6,1,1,6679.0
12,2.5649493574615367,1,0,2,5,2,6,1.9459101490553132,1,0,1,6,6,24,3.2188758248682006,1,0,4,3,4,6,3,9.0
15,2.772588722239781,0,0,0,1,5,21,3.091042453358316,0,0,1,0,1,38,3.6635616461296463,1,2,3,3,8,1,0,25159.0
20,3.044522437723423,1,2,0,6,0,6,1.9459101490553132,1,0,1,6,6,34,3.5553480614894135,1,1,4,6,4,2,0,743.0
19,2.995732273553991,0,1,4,5,9,9,2.302585092994046,0,0,4,2,9,49,3.912023005428146,0,1,4,0,9,1,0,3133.0
17,2.8903717578961645,0,2,2,3,7,7,2.0794415416798357,0,1,2,0,7,29,3.4011973816621555,0,2,4,1,9,1,0,3727.0
5,1.791759469228055,0,2,0,5,5,4,1.6094379124341003,1,1,4,4,4,21,3.091042453358316,0,0,1,0,1,1,0,157.0
6,1.9459101490553132,1,0,1,6,6,2,1.0986122886681098,1,2,2,2,2,9,2.302585092994046,0,0,4,2,9,1,1,29.0
15,2.772588722239781,0,0,0,1,5,11,2.4849066497880004,0,2,1,4,1,42,3.7612001156935624,1,0,2,0,2,1,0,1711.0
2,1.0986122886681098,1,2,2,2,2,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,2,19.0
9,2.302585092994046,0,0,4,2,9,14,2.70805020110221,1,2,4,0,4,29,3.4011973816621555,0,2,4,1,9,1,0,2017.0
17,2.8903717578961645,0,2,2,3,7,2,1.0986122886681098,1,2,2,2,2,43,3.784189633918261,0,1,3,1,3,1,0,1121.0
9,2.302585092994046,0,0,4,2,9,8,2.1972245773362196,1,2,3,1,8,23,3.1780538303479458,0,2,3,2,3,1,0,235.0
12,2.5649493574615367,1,0,2,5,2,4,1.6094379124341003,1,1,4,4,4,18,2.9444389791664403,1,0,3,4,8,2,1,53.0
6,1.9459101490553132,1,0,1,6,6,5,1.791759469228055,0,2,0,5,5,14,2.70805020110221,1,2,4,0,4,1,0,25.0
9,2.302585092994046,0,0,4,2,9,4,1.6094379124341003,1,1,4,4,4,14,2.70805020110221,1,2,4,0,4,1,0,1123.0
6,1.9459101490553132,1,0,1,6,6,8,2.1972245773362196,1,2,3,1,8,36,3.6109179126442243,1,0,1,1,6,2,1,131.0
9,2.302585092994046,0,0,4,2,9,9,2.302585092994046,0,0,4,2,9,35,3.58351893845611,0,2,0,0,5,1,1,3407.0
